클러스터,00시순하차,1시순하차,2시순하차,3시순하차,4시순하차,5시순하차,6시순하차,7시순하차,8시순하차,9시순하차,10시순하차,11시순하차,12시순하차,13시순하차,14시순하차,15시순하차,16시순하차,17시순하차,18시순하차,19시순하차,20시순하차,21시순하차,22시순하차,23시순하차
0,1228,748,30,6,742,794,1438,2690,2846,2078,2020,2062,2262,2404,2836,3108,2956,3408,3706,2784,2532,2408,2220,1618
1,3269,817,0,0,530,5737,6666,10197,13577,12128,9681,10076,10685,11814,12547,13135,13971,15953,17842,16563,16468,11819,10404,6646
2,2,0,0,0,0,4,68,112,116,50,50,44,42,46,50,68,74,212,106,68,74,26,10,10
3,248,0,0,0,235,571,957,1965,1904,1344,1236,1223,1555,1677,1801,1938,2139,1887,2093,2051,1695,1475,1626,825
4,1250,552,304,248,2200,3004,3528,7826,11160,6836,4074,3400,3330,3062,3306,3658,3964,4926,7312,5586,4876,3788,4338,2792
5,10,0,0,0,0,7,59,192,393,288,180,198,136,151,194,173,200,181,253,241,187,119,189,57
6,72,0,0,0,8,436,625,1678,1463,604,408,355,537,408,505,522,640,557,1243,1349,879,844,750,483
7,55,0,0,0,0,55,183,517,595,321,190,218,181,223,227,282,332,339,511,669,450,424,363,234
9,175,12,0,0,96,212,776,1282,1911,1205,1152,1184,1259,1573,1788,2002,1927,2883,2262,1482,1493,1775,2325,973
10,0,0,0,0,0,0,90,174,375,159,136,106,134,163,152,159,186,228,438,470,232,135,80,70
11,184,0,0,0,688,334,734,1966,1862,1574,498,682,636,598,496,432,406,442,1018,1836,1212,1230,1390,720
12,3417,138,0,0,3040,4729,7676,24807,31115,15089,8839,8327,8790,9530,10223,11809,13561,17861,30862,34415,21775,18427,17101,10046
13,40,0,0,0,76,108,215,506,421,217,213,206,154,172,227,249,297,287,432,434,314,206,231,144
15,0,0,0,0,0,34,676,1842,938,1000,396,548,306,536,474,820,452,416,780,1204,852,586,740,180
16,42,0,0,0,516,966,460,1466,2690,2204,1610,1234,1302,1722,1436,1512,1622,1510,1548,1362,996,838,676,562
17,240,90,139,82,1186,1774,1584,5217,19464,7432,2470,1656,1631,1775,2125,2450,2538,5681,12286,3947,2341,2332,1808,947
19,76,0,0,0,14,115,326,1128,1682,980,646,649,614,815,626,725,922,1044,1307,1245,805,908,599,208
20,0,0,0,0,0,0,95,295,147,182,48,63,75,55,43,45,15,13,21,18,29,29,30,19
21,3184,1401,962,687,6068,5184,7711,14091,19248,14494,11442,10286,10591,10785,11173,12423,13588,17081,20794,14815,11038,10998,9444,4593
22,8,0,0,0,0,112,310,510,602,344,150,166,160,126,138,162,152,100,160,194,80,14,18,20
23,867,69,0,0,861,1563,2695,3790,5115,3604,3003,2835,3007,2965,3044,3463,3340,3910,3940,4562,3590,3024,2863,1659
24,154,0,0,0,0,384,1276,2336,3484,2426,1658,1482,1712,2018,1914,1710,2084,2698,3356,3070,1876,1730,1522,1068
25,22,12,0,0,0,44,8,58,36,20,18,32,18,24,36,24,36,46,76,104,32,66,34,46
26,0,0,0,0,0,126,92,548,1292,920,532,500,454,614,478,560,534,680,1104,884,516,608,510,178
27,0,0,0,0,0,0,368,832,1320,692,238,212,210,198,206,116,164,352,640,946,722,514,650,388
28,0,0,0,0,0,0,100,248,202,82,80,102,148,162,150,84,116,174,412,266,242,152,126,54
29,38,0,0,0,0,148,410,1760,2264,1121,651,503,622,473,562,456,625,770,994,1193,667,744,507,383
30,1920,162,213,165,3372,5414,5710,11690,14703,9780,8023,8199,9931,10382,10771,12355,13967,15823,19904,20009,13513,11952,10636,7013
31,975,295,62,6,305,845,1544,2979,3696,2702,2617,2575,2994,3549,3694,4226,4507,4723,6100,5421,4106,3451,3472,2373
32,12,0,0,0,10,236,162,198,420,494,264,188,184,304,356,304,200,530,642,604,132,78,172,38
33,8,0,0,0,0,3,328,1018,1568,606,432,320,303,319,377,296,342,366,351,144,231,128,134,57
34,130,73,101,115,265,342,377,898,2159,1706,1147,748,605,527,706,572,699,970,856,363,207,152,121,84
35,3735,370,0,0,3965,22650,51760,121005,209485,126285,52425,39100,40755,40415,41395,49020,62875,98565,138690,114335,83210,70085,49445,29360
37,2290,215,0,0,2529,3811,6464,14755,16101,10314,8131,7919,8208,8902,9795,10832,11613,13213,15569,14129,10370,9570,8536,4803
38,742,126,12,0,740,998,3780,8120,11518,5258,3516,2908,3478,3506,3480,3170,3400,4826,8200,5142,3210,2842,2730,1500
39,314,70,0,0,166,327,744,1299,1463,785,559,557,513,555,478,664,707,1930,1667,744,572,456,583,391
40,472,42,20,0,140,610,2004,6232,5390,3064,1504,1002,978,1538,1018,934,890,1496,2688,3482,2518,2046,2366,1412
41,0,0,0,0,0,0,1,22,41,53,23,4,0,17,49,46,47,26,54,32,28,3,44,59
42,37184,4732,3304,2842,3535,44464,73871,186319,236026,185724,114366,104944,127421,148603,141281,165550,178479,225680,309890,255696,207886,210511,207319,140945
43,58,0,0,0,0,104,872,1332,1444,1214,610,480,556,554,626,766,810,898,1316,1282,966,1102,832,584
44,13,0,0,0,0,38,44,103,235,143,122,100,90,124,88,110,96,146,57,114,58,88,62,24
45,76,0,0,0,426,748,802,2144,3108,2012,1262,1302,1284,1602,1410,1718,2042,2876,2414,2566,1744,1856,1754,944
47,488,8,0,4,600,826,1350,4090,3610,2876,1830,1720,1798,2038,2026,2358,2538,2494,3012,3358,2344,1948,2028,1236
48,1318,37,19,0,947,3816,4950,12119,17371,9806,5475,4921,5551,5888,6069,6486,6769,9261,15094,10336,7801,6611,6144,3428
50,56,13,0,0,0,28,147,231,380,104,160,89,115,231,155,102,148,121,195,216,162,216,167,100
51,340,0,0,0,20,1088,4096,8464,7604,4076,2560,2236,2664,2860,2252,2472,2968,3900,4788,5520,3720,3040,3372,1876
52,131,24,0,0,10,40,137,317,838,218,87,18,24,29,14,63,209,485,1127,141,99,27,29,59
53,3,0,0,0,0,51,360,452,758,557,344,294,521,525,410,319,311,440,438,459,308,297,207,128
54,4,0,0,0,0,0,722,1860,2572,1390,704,314,340,272,334,386,508,548,890,762,634,576,540,420
55,501,8,0,0,108,300,1223,2898,2475,1161,910,752,980,1042,829,810,1052,1140,1386,1830,1438,1173,1095,744
