클러스터,00시-01시,01시-02시,02시-03시,03시-04시,04시-05시,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,위도,경도
0,9573,168,0,0,110,13556,47084,119556,125579,82629,67258,62216,66022,67681,65609,70189,84674,95072,118049,98235,65490,57577,51572,29885,37.640620757407405,126.91827496666666
1,21830,1414,2,0,279,31866,76667,182318,405291,256076,175252,171550,175465,182758,176469,183463,206972,265243,366736,245196,175508,158249,138487,78771,37.554672516857146,127.00978886571428
5,5898,0,0,0,1,7960,26530,75984,85631,49896,40926,40060,44532,45460,43721,48594,57115,60115,78275,64741,41044,36839,36695,20730,37.549852478630136,126.84327391369862
6,4884,0,0,0,37,4483,37391,89545,231799,133356,104288,99285,104686,115009,115520,118828,133085,166974,250999,138657,94004,80371,64927,30063,37.48650292229167,127.01878307708334
7,8793,2,0,0,21,13690,38564,102628,205400,111441,70521,67581,71050,76306,70859,75151,86524,109961,187175,110575,75395,70937,62652,35568,37.53856653323529,126.94656868235295
8,11577,33,0,0,45,13464,65982,134095,205236,174111,148631,139813,144696,150401,146301,156738,173931,191511,249261,194389,150701,128514,113539,55267,37.540276871509434,127.09157076037735
9,4906,2,2,0,33,10253,33107,65595,87459,49575,34617,31647,33040,32663,30908,33327,41588,48386,66938,55387,35748,32821,30049,18334,37.59379516368421,126.94136173508771
10,4079,68,0,0,34,7981,19109,49616,62933,35589,23339,21754,23542,23739,22136,24138,29170,33997,48571,42523,26108,22711,20221,12688,37.49099402638298,126.83816765531915
11,9351,598,0,0,28,14376,44896,133580,132317,69375,51068,47553,52831,50246,48960,52861,64394,71045,101336,85886,54042,46033,48403,30423,37.618257858250004,127.08888587250001
13,4359,2,0,0,0,7130,16559,44955,54471,32544,24567,23163,28164,27989,25601,27559,33646,36944,50628,42657,25929,24282,24658,13275,37.545206293142854,127.14775069142857
15,3777,70,0,0,36,4355,13674,31689,56016,31500,22103,20679,23420,26054,22605,24763,30912,39365,44255,32733,22211,22531,21307,15407,37.59496507482759,127.03444572931035
17,16959,306,0,0,111,22122,64147,152373,265873,151089,101663,100053,105089,109712,102889,108925,128468,179218,271399,185765,129250,123677,120282,72995,37.53180331842105,126.90143844035087
19,4014,1,0,0,35,4535,23415,57171,72456,51641,38479,39259,49603,55346,49147,52316,61534,78880,78168,58336,35906,42793,63683,15924,37.49748133567567,127.0662759027027
20,4908,2,0,0,1,7287,18091,45756,74853,47596,32858,29517,29838,31457,29199,32084,35292,41127,60162,46355,31702,30848,26542,17002,37.48661260913044,126.97160574492754
21,17771,0,0,0,74,26146,61135,147955,199414,134908,100003,93222,100092,103669,103971,110113,124444,145646,202655,176486,119358,109307,97136,63248,37.63763869479167,127.02500148541667
22,6992,0,0,0,39,13328,31860,63182,93271,56561,41800,39346,41453,42322,40796,45860,53484,63965,84940,74594,47627,41531,38940,21763,37.581115417826084,127.08651137173912
23,21485,449,0,0,35,16632,65443,156571,319413,269533,155110,142435,154267,169235,170831,181320,198308,267434,414894,292074,189286,187052,175768,99266,37.50451202065217,127.02470427608695
