클러스터,00시-01시,01시-02시,02시-03시,03시-04시,04시-05시,05시-06시,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시,위도,경도
0,8972,303,2,0,114,13553,47453,121146,125916,85074,66975,60793,63712,64794,64232,69135,83927,93059,112371,92225,62519,57027,50170,30373,37.640620757407405,126.91827496666666
1,22864,1611,0,0,259,32377,77862,191293,410160,263415,190149,183298,184429,197817,192985,192388,224136,270080,355508,240830,175829,164548,143898,80638,37.554672516857146,127.00978886571428
5,5637,1,0,0,1,7927,27692,80585,88810,51533,41401,39039,43561,45160,43862,49957,59401,61638,76055,63967,41678,38307,37384,21781,37.549852478630136,126.84327391369862
6,4840,2,0,0,46,4337,38135,89452,225858,130878,99201,95193,99779,111063,110271,117453,131179,158186,231877,135797,91266,78117,64830,27356,37.48650292229167,127.01878307708334
7,8511,5,0,0,136,14381,38467,102128,202482,110458,71574,68967,71920,78332,72637,76996,86033,108423,178576,105422,75214,72568,64409,36613,37.53856653323529,126.94656868235295
8,11489,8,0,0,38,14189,64125,132626,201075,166704,141421,135846,139001,146772,146133,155927,172148,189114,237113,188166,141286,129503,106882,53145,37.540276871509434,127.09157076037735
9,4917,0,1,0,34,10527,33577,66526,88219,50848,36467,32069,33687,34576,32074,34898,43567,50852,64073,54242,36086,33457,31009,18950,37.59379516368421,126.94136173508771
10,3966,42,0,0,22,7938,18512,49323,63637,35247,23493,21325,24103,24498,22913,26046,31278,34007,46819,40765,25741,22517,20090,13209,37.49099402638298,126.83816765531915
11,9658,621,0,0,40,14758,45248,131382,138055,74937,55043,51315,54030,55186,51482,57061,68291,76253,99590,85600,55023,48387,51457,31729,37.618257858250004,127.08888587250001
13,4164,0,0,0,1,7035,17192,45168,55371,33699,26008,25298,27881,29147,27557,29091,33760,38346,47511,41579,26008,25524,24896,13664,37.545206293142854,127.14775069142857
15,4203,61,0,0,38,4903,14541,33648,60213,33012,29857,24407,27344,30176,26466,29595,33838,41203,46889,34495,24565,26981,25996,18130,37.59496507482759,127.03444572931035
17,17077,342,0,0,101,23070,65457,150421,256035,152056,104940,103615,108160,113951,108000,115366,132701,177344,255909,177728,127319,124456,120251,72637,37.53180331842105,126.90143844035087
19,4241,0,0,0,38,4590,24613,57368,68514,50321,39708,37833,45346,53002,47528,52189,61022,68200,71331,54207,35662,39091,51164,16051,37.49748133567567,127.0662759027027
20,4854,2,0,0,1,7782,18569,46827,74147,48293,33502,30598,31496,33533,30767,33296,37216,43117,57298,44778,31846,31768,27527,17149,37.48661260913044,126.97160574492754
21,15992,1,0,0,114,26930,62702,150849,200047,137114,103716,95949,102740,106930,106939,113473,129715,149380,200030,171652,118765,108246,99230,67139,37.63763869479167,127.02500148541667
22,7067,1,0,0,42,13536,32734,64968,93726,58034,43959,41718,43793,44449,42938,48341,56248,65477,82947,72810,48473,42880,40018,22503,37.581115417826084,127.08651137173912
23,20136,442,0,0,55,16937,64391,154389,308107,254574,151772,136801,147825,163214,164040,173192,189690,251619,380340,269617,178098,179514,167245,95203,37.50451202065217,127.02470427608695
25,11934,116,0,0,36,21494,59052,150512,261354,127167,88557,83913,88462,98560,91303,97400,115527,141518,217426,153019,94693,84397,76329,46881,37.567475747391306,127.05770306304348
26,18119,1252,1,0,76,23651,79651,174774,479787,239723,136443,132519,140689,160751,161891,174181,193710,250131,435836,247563,156639,144823,121467,66589,37.54302093014493,127.04969984782609
27,7527,178,0,0,61,19412,69224,127026,147466,114384,108333,118093,120154,130707,132391,136322,139720,167772,199051,142833,101548,92023,82836,36178,37.56186748842105,126.80779377017544
29,20751,2,0,0,2898,66099,117316,341657,853536,459220,211251,188499,196309,210632,208206,222591,257649,412113,746975,423804,258251,236063,177968,97252,37.48156954803279,126.88153083606558
30,207769,12961,4,0,16733,314109,902083,2067551,3443633,2478891,1927620,1948872,2064222,2167371,2076093,2291930,2493530,2832561,3588409,2575378,1851816,1687948,1458950,824454,37.5476151796,126.974896176
32,10537,2076,0,0,16,21699,47206,113327,145823,88362,65254,59938,64690,65871,62433,67569,84183,93600,120314,99607,69209,62235,62348,37979,37.59112262423077,126.90973762884616
35,7339,9,0,0,11,10051,39234,85788,139747,91877,71306,71649,79774,89037,88041,95196,113446,128709,144972,94180,75524,80108,104043,39763,37.51344702022727,127.12093440227272
41,17609,19,0,0,76,23447,45563,47887,93684,72811,55409,57907,69335,78566,78586,86154,109812,131751,153663,125663,95835,103242,97904,66060,37.53271991566667,127.00123545833334
